,qtd_D,qtd_G,qtd_dia,n_L1,n_L2,n_L3,n_Geradores,custo_dia,renda_dia,des_dia_1,des_dia_2,des_dia_3,data
0,2,0,2,3,2,1,33,1125.0,1903,0,0,0,2017-06-01
1,5,0,4,3,2,1,33,1125.0,1903,1,0,0,2017-06-02
2,5,3,3,3,2,1,33,1125.0,1903,0,0,0,2017-06-03
3,5,3,0,3,2,1,33,0.0,1790,0,0,0,2017-06-04
4,6,1,1,3,2,1,33,1125.0,1903,1,1,0,2017-06-05
5,4,0,1,3,2,1,33,1125.0,1903,3,1,0,2017-06-06
6,2,0,0,3,2,1,33,1125.0,1903,2,0,0,2017-06-07
7,3,0,1,3,2,1,33,1125.0,1903,0,0,0,2017-06-08
8,1,0,0,3,2,1,33,1125.0,1903,1,0,1,2017-06-09
9,1,0,0,3,2,1,33,1125.0,1903,0,0,0,2017-06-10
10,1,0,0,3,2,1,33,0.0,1832,0,0,0,2017-06-11
11,0,0,0,3,2,1,33,1125.0,1903,0,1,0,2017-06-12
12,0,0,0,3,2,1,33,1125.0,1487,0,0,0,2017-06-13
13,2,0,2,3,2,1,33,1125.0,1487,0,0,0,2017-06-14
14,2,0,0,3,2,1,33,1125.0,1487,0,0,0,2017-06-15
15,3,0,2,3,2,1,33,1125.0,1487,1,0,0,2017-06-16
16,3,2,2,3,2,1,33,1125.0,1487,0,0,0,2017-06-17
17,3,2,0,3,2,1,33,0.0,1939,0,0,0,2017-06-18
18,5,0,2,3,2,1,33,1125.0,1487,2,0,0,2017-06-19
19,6,0,3,3,2,1,33,1125.0,1487,1,1,0,2017-06-20
20,6,0,2,3,2,1,33,1125.0,1487,1,1,0,2017-06-21
21,3,0,0,3,2,1,33,1125.0,1487,2,1,0,2017-06-22
22,4,0,3,3,2,1,33,1125.0,1487,1,1,0,2017-06-23
23,4,1,1,3,2,1,33,1125.0,1487,0,0,0,2017-06-24
24,4,1,0,3,2,1,33,0.0,1676,0,0,0,2017-06-25
25,4,0,2,3,2,1,33,1125.0,1487,3,0,0,2017-06-26
26,3,0,1,3,2,1,33,1125.0,1487,2,0,0,2017-06-27
27,3,0,1,3,2,1,33,1125.0,1487,1,0,0,2017-06-28
28,2,0,2,3,2,1,33,1125.0,1487,2,0,1,2017-06-29
29,3,0,2,3,2,1,33,1125.0,1487,1,0,0,2017-06-30
30,3,1,1,3,2,1,33,1125.0,1487,0,0,0,2017-07-01
31,3,1,0,3,2,1,33,0.0,1713,0,0,0,2017-07-02
32,1,0,0,3,2,1,33,1125.0,1487,3,0,0,2017-07-03
33,2,0,2,3,2,1,33,1125.0,1487,1,0,0,2017-07-04
34,3,0,1,3,2,1,34,1125.0,1487,0,0,0,2017-07-05
35,2,0,0,2,3,1,34,4175.0,1487,1,0,0,2017-07-06
36,1,0,1,2,3,1,34,1175.0,1487,1,1,0,2017-07-07
37,1,0,0,2,3,1,34,1175.0,1487,0,0,0,2017-07-08
38,1,0,0,2,3,1,34,0.0,1806,0,0,0,2017-07-09
39,0,0,0,2,3,1,34,1175.0,1487,1,0,0,2017-07-10
40,1,0,1,1,3,1,34,1025.0,1487,0,0,0,2017-07-11
41,3,0,2,1,3,1,34,1025.0,1795,0,0,0,2017-07-12
42,2,0,1,1,3,1,34,1025.0,1795,1,1,0,2017-07-13
43,2,0,0,1,3,1,34,1025.0,1795,0,0,0,2017-07-14
44,2,2,2,1,3,1,35,1025.0,1795,0,0,0,2017-07-15
45,2,2,0,1,3,1,35,0.0,1799,0,0,0,2017-07-16
46,4,0,1,1,3,1,35,1025.0,1795,1,0,0,2017-07-17
47,2,0,1,1,3,1,35,1025.0,1795,1,2,0,2017-07-18
48,3,0,2,1,3,1,35,1025.0,1795,1,0,0,2017-07-19
49,5,0,2,1,3,1,35,1025.0,1795,0,0,0,2017-07-20
50,6,0,1,2,3,1,35,1175.0,1795,0,0,0,2017-07-21
51,6,0,0,2,3,1,35,1175.0,1795,0,0,0,2017-07-22
52,6,0,0,2,3,1,35,0.0,2013,0,0,0,2017-07-23
53,2,0,1,2,3,1,35,1175.0,1795,2,3,0,2017-07-24
54,1,0,0,2,3,1,35,1175.0,1795,1,0,0,2017-07-25
55,2,0,2,2,3,1,35,1175.0,1795,0,0,1,2017-07-26
56,2,0,0,2,3,1,35,1175.0,1795,0,0,0,2017-07-27
57,2,0,1,2,3,1,35,1175.0,1880,1,0,0,2017-07-28
58,2,0,0,2,3,1,35,1175.0,1880,0,0,0,2017-07-29
59,2,0,0,2,3,1,35,0.0,1664,0,0,0,2017-07-30
60,1,0,0,2,3,1,35,1175.0,1880,1,0,0,2017-07-31
61,3,0,3,2,3,1,35,1175.0,1880,1,0,0,2017-08-01
62,3,0,2,2,3,1,35,1175.0,1880,2,0,0,2017-08-02
63,3,0,1,2,3,1,35,1175.0,1880,1,0,0,2017-08-03
64,4,0,2,2,3,1,35,1175.0,1880,1,0,0,2017-08-04
65,4,1,1,2,3,1,35,1175.0,1880,0,0,0,2017-08-05
66,4,1,0,2,3,1,35,0.0,2086,0,0,0,2017-08-06
67,2,0,1,2,3,1,35,1175.0,1880,2,2,0,2017-08-07
68,3,0,2,2,3,1,35,1175.0,1880,1,0,0,2017-08-08
69,4,0,2,2,3,1,35,1175.0,1880,0,1,0,2017-08-09
70,3,0,1,2,3,1,35,1175.0,1880,1,1,0,2017-08-10
71,1,0,0,2,3,1,35,1175.0,1880,2,0,0,2017-08-11
72,1,3,3,2,3,1,35,1175.0,1880,0,0,0,2017-08-12
73,1,3,0,2,3,1,35,0.0,1567,0,0,0,2017-08-13
74,5,0,1,2,3,1,35,1175.0,1880,0,0,0,2017-08-14
75,6,0,4,2,2,2,35,8250.0,1880,0,2,1,2017-08-15
76,2,0,0,2,2,2,35,1250.0,1880,2,1,1,2017-08-16
77,1,0,1,2,2,2,35,1250.0,1880,0,1,1,2017-08-17
78,0,0,0,3,2,2,35,1400.0,1730,1,0,0,2017-08-18
79,0,3,3,3,2,2,35,1400.0,1730,0,0,0,2017-08-19
80,0,3,0,3,2,2,35,0.0,1796,0,0,0,2017-08-20
81,4,0,1,3,2,2,35,1400.0,1730,0,0,0,2017-08-21
82,1,0,0,3,2,2,35,1400.0,1730,2,1,0,2017-08-22
83,2,0,2,3,2,2,35,1400.0,1730,1,0,0,2017-08-23
84,4,0,2,3,2,2,35,1400.0,1730,0,0,0,2017-08-24
85,5,0,3,3,2,1,35,1125.0,1730,2,0,0,2017-08-25
86,5,0,0,3,2,1,35,1125.0,1791,0,0,0,2017-08-26
87,5,0,0,3,2,1,35,0.0,1632,0,0,0,2017-08-27
88,4,0,2,3,2,1,35,1125.0,1791,3,0,0,2017-08-28
89,2,0,1,3,2,1,35,1125.0,1791,2,1,0,2017-08-29
90,3,0,1,3,2,1,35,1125.0,1791,0,0,0,2017-08-30
91,0,0,0,3,2,1,35,1125.0,1791,2,1,0,2017-08-31
92,2,0,2,3,2,1,35,1125.0,1791,0,0,0,2017-09-01
93,2,2,2,3,2,1,35,1125.0,1791,0,0,0,2017-09-02
94,2,2,0,3,2,1,35,0.0,1738,0,0,0,2017-09-03
95,2,0,0,3,2,1,35,1125.0,1791,2,0,0,2017-09-04
96,3,0,3,3,2,1,35,1125.0,1791,2,0,0,2017-09-05
97,0,0,0,3,2,1,35,1125.0,1791,3,0,0,2017-09-06
