,qtd_D,qtd_G,qtd_dia,n_L1,n_L2,n_L3,n_Geradores,custo_dia,renda_dia,des_dia_1,des_dia_2,des_dia_3,data
0,3,0,3,3,2,1,33,1125.0,1771,0,0,0,2017-06-01
1,3,0,2,3,2,1,33,1125.0,1771,2,0,0,2017-06-02
2,3,1,1,3,2,1,33,1125.0,1771,0,0,0,2017-06-03
3,3,1,0,3,2,1,33,0.0,1469,0,0,0,2017-06-04
4,1,0,0,3,2,1,33,1125.0,1771,3,0,0,2017-06-05
5,2,0,2,3,2,1,33,1125.0,1978,1,0,0,2017-06-06
6,1,0,0,3,2,1,33,1125.0,1978,1,0,0,2017-06-07
7,2,0,1,3,2,1,33,1125.0,1978,0,0,0,2017-06-08
8,2,0,1,3,2,1,33,1125.0,1978,1,0,0,2017-06-09
9,2,1,1,3,2,1,33,1125.0,1978,0,0,0,2017-06-10
10,2,1,0,3,2,1,33,0.0,1633,0,0,0,2017-06-11
11,2,0,1,3,2,1,33,1125.0,1753,2,0,0,2017-06-12
12,2,0,1,3,2,1,33,1125.0,1753,1,0,0,2017-06-13
13,1,0,0,3,2,1,33,1125.0,1753,1,0,0,2017-06-14
14,2,0,2,3,2,1,33,1125.0,1753,1,0,0,2017-06-15
15,0,0,0,3,2,1,33,1125.0,1753,2,0,0,2017-06-16
16,0,2,2,3,2,1,33,1125.0,1753,0,0,0,2017-06-17
17,0,2,0,3,2,1,33,0.0,1594,0,0,0,2017-06-18
18,2,0,0,3,2,1,33,1125.0,1753,0,0,0,2017-06-19
19,1,0,1,3,2,1,33,1125.0,1753,2,0,0,2017-06-20
20,2,0,1,3,2,1,33,1125.0,1753,0,0,0,2017-06-21
21,2,0,0,3,2,1,33,1125.0,1753,0,0,0,2017-06-22
22,1,0,1,3,2,1,33,1125.0,1753,2,0,0,2017-06-23
23,1,2,2,3,2,1,33,1125.0,1753,0,0,0,2017-06-24
24,1,2,0,3,2,1,33,0.0,1650,0,0,0,2017-06-25
25,4,0,1,3,2,1,33,1125.0,1823,0,0,0,2017-06-26
26,0,0,0,3,2,1,33,1125.0,1823,3,1,0,2017-06-27
27,2,0,2,3,2,1,33,1125.0,1823,0,0,0,2017-06-28
28,3,0,2,3,2,1,33,1125.0,1823,1,0,0,2017-06-29
29,2,0,1,3,2,1,33,1125.0,1823,2,0,0,2017-06-30
30,2,2,2,3,2,1,33,1125.0,1823,0,0,0,2017-07-01
31,2,2,0,3,2,1,33,0.0,1777,0,0,0,2017-07-02
32,4,0,2,3,2,1,33,1125.0,1823,2,0,0,2017-07-03
33,4,0,2,3,2,1,33,1125.0,1823,1,1,0,2017-07-04
34,6,0,4,3,2,1,34,1125.0,1823,1,1,0,2017-07-05
35,3,0,1,2,3,1,34,4175.0,1823,2,1,1,2017-07-06
36,4,0,1,2,3,1,34,1175.0,1823,0,0,0,2017-07-07
37,4,2,2,2,3,1,34,1175.0,1823,0,0,0,2017-07-08
38,4,2,0,2,3,1,34,0.0,1554,0,0,0,2017-07-09
39,5,0,0,2,3,1,34,1175.0,1823,1,0,0,2017-07-10
40,3,0,1,1,3,1,34,1025.0,1906,1,1,0,2017-07-11
41,2,0,1,1,3,1,34,1025.0,1906,1,1,0,2017-07-12
42,2,0,2,1,3,1,34,1025.0,1906,1,1,0,2017-07-13
43,4,0,2,1,3,1,34,1025.0,1906,0,0,0,2017-07-14
44,4,1,1,1,3,1,35,1025.0,1529,0,0,0,2017-07-15
45,4,1,0,1,3,1,35,0.0,1648,0,0,0,2017-07-16
46,4,0,1,1,3,1,35,1025.0,1529,1,1,0,2017-07-17
47,5,1,3,1,3,1,35,1025.0,1529,0,1,0,2017-07-18
48,4,0,1,1,3,1,35,1025.0,1529,1,2,0,2017-07-19
