,qtd_D,qtd_G,qtd_dia,n_L1,n_L2,n_L3,n_Geradores,custo_dia,renda_dia,des_dia_1,des_dia_2,des_dia_3,data
0,2,0,2,3,2,1,33,1125.0,1929,0,0,0,2017-06-01
1,2,0,2,3,2,1,33,1125.0,1929,2,0,0,2017-06-02
2,2,1,1,3,2,1,33,1125.0,1929,0,0,0,2017-06-03
3,2,1,0,3,2,1,33,0.0,1491,0,0,0,2017-06-04
4,1,0,0,3,2,1,33,1125.0,1929,2,0,0,2017-06-05
5,2,0,2,3,2,1,33,1125.0,1929,1,0,0,2017-06-06
6,3,0,3,3,2,1,33,1125.0,1929,2,0,0,2017-06-07
7,5,0,3,3,2,1,33,1125.0,1929,1,0,0,2017-06-08
8,4,0,1,3,2,1,33,1125.0,1653,1,1,0,2017-06-09
9,4,1,1,3,2,1,33,1125.0,1653,0,0,0,2017-06-10
10,4,1,0,3,2,1,33,0.0,1528,0,0,0,2017-06-11
11,1,0,0,3,2,1,33,1125.0,1907,3,1,0,2017-06-12
12,1,0,1,3,2,1,33,1125.0,1907,1,0,0,2017-06-13
13,0,0,0,3,2,1,33,1125.0,1907,1,0,0,2017-06-14
14,0,0,0,3,2,1,33,1125.0,1907,0,0,0,2017-06-15
15,1,0,1,3,2,1,33,1125.0,1907,0,0,0,2017-06-16
16,1,3,3,3,2,1,33,1125.0,1907,0,0,0,2017-06-17
17,1,3,0,3,2,1,33,0.0,1776,0,0,0,2017-06-18
18,4,0,1,3,2,1,33,1125.0,1907,1,0,0,2017-06-19
19,1,0,0,3,2,1,33,1125.0,1907,2,1,0,2017-06-20
20,1,0,1,3,2,1,33,1125.0,1907,1,0,0,2017-06-21
21,1,0,0,3,2,1,33,1125.0,1907,0,0,0,2017-06-22
22,2,0,2,3,2,1,33,1125.0,1907,1,0,0,2017-06-23
23,2,0,0,3,2,1,33,1125.0,1907,0,0,0,2017-06-24
24,2,0,0,3,2,1,33,0.0,1618,0,0,0,2017-06-25
