,qtd_D,qtd_G,qtd_dia,n_L1,n_L2,n_L3,n_Geradores,custo_dia,renda_dia,des_dia_1,des_dia_2,des_dia_3,data
0,0,0,0,3,2,1,33,1125.0,1923,0,0,0,2017-06-01
1,2,0,2,3,2,1,33,1125.0,1923,0,0,0,2017-06-02
2,2,1,1,3,2,1,33,1125.0,1923,0,0,0,2017-06-03
3,2,1,0,3,2,1,33,0.0,1541,0,0,0,2017-06-04
4,2,0,1,3,2,1,33,1125.0,1923,2,0,0,2017-06-05
5,2,0,1,3,2,1,33,1125.0,1923,1,0,0,2017-06-06
6,0,0,0,3,2,1,33,1125.0,1923,2,0,0,2017-06-07
7,0,0,0,3,2,1,33,1125.0,1923,0,0,0,2017-06-08
8,0,0,0,3,2,1,33,1125.0,1923,0,0,0,2017-06-09
9,0,0,0,3,2,1,33,1125.0,1923,0,0,0,2017-06-10
10,0,0,0,3,2,1,33,0.0,1712,0,0,0,2017-06-11
11,1,0,1,3,2,1,33,1125.0,1923,0,0,0,2017-06-12
12,3,0,3,3,2,1,33,1125.0,1923,1,0,0,2017-06-13
13,2,0,0,3,2,1,33,1125.0,1923,1,0,0,2017-06-14
14,2,0,2,3,2,1,33,1125.0,1923,2,0,0,2017-06-15
15,1,0,0,3,2,1,33,1125.0,1923,1,0,0,2017-06-16
16,1,1,1,3,2,1,33,1125.0,1923,0,0,0,2017-06-17
17,1,1,0,3,2,1,33,0.0,1730,0,0,0,2017-06-18
18,3,0,1,3,2,1,33,1125.0,1923,0,0,0,2017-06-19
19,3,0,2,3,2,1,33,1125.0,1923,2,0,0,2017-06-20
20,2,0,0,3,2,1,33,1125.0,1923,1,0,0,2017-06-21
21,1,0,1,3,2,1,33,1125.0,1923,2,0,0,2017-06-22
22,3,0,2,3,2,1,33,1125.0,1923,0,0,0,2017-06-23
23,3,3,3,3,2,1,33,1125.0,1923,0,0,0,2017-06-24
24,3,3,0,3,2,1,33,0.0,1722,0,0,0,2017-06-25
25,4,0,0,3,2,1,33,1125.0,1923,2,0,0,2017-06-26
26,2,0,2,3,2,1,33,1125.0,1923,3,1,0,2017-06-27
27,4,0,3,3,2,1,33,1125.0,1923,1,0,0,2017-06-28
28,4,0,1,3,2,1,33,1125.0,1923,1,0,0,2017-06-29
29,1,0,0,3,2,1,33,1125.0,1923,2,1,0,2017-06-30
30,1,1,1,3,2,1,33,1125.0,1923,0,0,0,2017-07-01
31,1,1,0,3,2,1,33,0.0,1875,0,0,0,2017-07-02
32,1,0,0,3,2,1,33,1125.0,1484,1,0,0,2017-07-03
33,1,0,1,3,2,1,33,1125.0,1484,1,0,0,2017-07-04
34,2,0,1,3,2,1,34,1125.0,1484,0,0,0,2017-07-05
35,1,0,1,2,3,1,34,4175.0,1484,2,0,0,2017-07-06
36,0,0,0,2,3,1,34,1175.0,1484,1,0,0,2017-07-07
37,0,1,1,2,3,1,34,1175.0,1484,0,0,0,2017-07-08
38,0,1,0,2,3,1,34,0.0,1768,0,0,0,2017-07-09
39,1,0,0,2,3,1,34,1175.0,1955,0,0,0,2017-07-10
40,0,0,0,1,3,1,34,1025.0,1955,0,0,0,2017-07-11
41,0,0,0,1,3,1,34,1025.0,1955,0,0,0,2017-07-12
