,qtd_D,qtd_G,qtd_dia,n_L1,n_L2,n_L3,n_Geradores,custo_dia,renda_dia,des_dia_1,des_dia_2,des_dia_3,data
0,0,0,0,3,2,1,33,1125.0,1505,0,0,0,2017-06-01
1,0,0,0,3,2,1,33,1125.0,1505,0,0,0,2017-06-02
2,0,2,2,3,2,1,33,1125.0,1505,0,0,0,2017-06-03
3,0,2,0,3,2,1,33,0.0,1897,0,0,0,2017-06-04
4,3,0,1,3,2,1,33,1125.0,1505,0,0,0,2017-06-05
5,2,0,1,3,2,1,33,1125.0,1505,2,0,0,2017-06-06
6,6,0,4,3,2,1,33,1125.0,1505,0,0,0,2017-06-07
7,5,0,3,3,2,1,33,1125.0,1505,3,1,0,2017-06-08
8,5,0,2,3,2,1,33,1125.0,1505,2,0,0,2017-06-09
9,5,0,0,3,2,1,33,1125.0,1505,0,0,0,2017-06-10
10,5,0,0,3,2,1,33,0.0,1649,0,0,0,2017-06-11
11,5,0,1,3,2,1,33,1125.0,1505,0,1,0,2017-06-12
12,3,0,0,3,2,1,33,1125.0,1505,1,1,0,2017-06-13
13,2,0,1,3,2,1,33,1125.0,1543,2,0,0,2017-06-14
14,0,0,0,3,2,1,33,1125.0,1543,1,0,1,2017-06-15
15,0,0,0,3,2,1,33,1125.0,1543,0,0,0,2017-06-16
16,0,0,0,3,2,1,33,1125.0,1543,0,0,0,2017-06-17
17,0,0,0,3,2,1,33,0.0,1491,0,0,0,2017-06-18
18,2,0,2,3,2,1,33,1125.0,1543,0,0,0,2017-06-19
19,3,0,2,3,2,1,33,1125.0,1543,1,0,0,2017-06-20
20,1,0,1,3,2,1,33,1125.0,1543,3,0,0,2017-06-21
21,1,0,1,3,2,1,33,1125.0,1543,1,0,0,2017-06-22
22,3,0,2,3,2,1,33,1125.0,1543,0,0,0,2017-06-23
23,3,0,0,3,2,1,33,1125.0,1543,0,0,0,2017-06-24
24,3,0,0,3,2,1,33,0.0,1397,0,0,0,2017-06-25
25,2,0,1,3,2,1,33,1125.0,1543,2,0,0,2017-06-26
26,2,0,1,3,2,1,33,1125.0,1543,1,0,0,2017-06-27
27,0,0,0,3,2,1,33,1125.0,1543,2,0,0,2017-06-28
28,0,0,0,3,2,1,33,1125.0,1543,0,0,0,2017-06-29
29,1,0,1,3,2,1,33,1125.0,1543,0,0,0,2017-06-30
30,1,1,1,3,2,1,33,1125.0,1543,0,0,0,2017-07-01
31,1,1,0,3,2,1,33,0.0,1520,0,0,0,2017-07-02
32,2,0,0,3,2,1,33,1125.0,1543,0,0,0,2017-07-03
33,0,0,0,3,2,1,33,1125.0,1543,2,0,0,2017-07-04
34,0,0,0,3,2,1,34,1125.0,1543,0,0,0,2017-07-05
35,1,0,1,2,3,1,34,4175.0,1543,0,0,0,2017-07-06
36,1,0,1,2,3,1,34,1175.0,1543,1,0,0,2017-07-07
37,1,1,1,2,3,1,34,1175.0,1543,0,0,0,2017-07-08
38,1,1,0,2,3,1,34,0.0,1965,0,0,0,2017-07-09
39,3,0,1,2,3,1,34,1175.0,1624,0,0,0,2017-07-10
40,3,0,2,1,3,1,34,1025.0,1624,1,0,0,2017-07-11
41,3,0,1,1,3,1,34,1025.0,1624,0,1,0,2017-07-12
42,1,0,0,1,3,1,34,1025.0,1624,1,1,0,2017-07-13
43,1,0,1,1,3,1,34,1025.0,1624,0,1,0,2017-07-14
44,1,0,0,1,3,1,35,1025.0,1624,0,0,0,2017-07-15
45,1,0,0,1,3,1,35,0.0,1894,0,0,0,2017-07-16
46,0,0,0,1,3,1,35,1025.0,1624,1,0,0,2017-07-17
47,4,0,4,1,3,1,35,1025.0,1624,0,0,0,2017-07-18
48,4,0,1,1,3,1,35,1025.0,1624,0,1,0,2017-07-19
49,3,0,1,1,3,1,35,1025.0,1624,0,2,0,2017-07-20
50,4,0,2,2,3,1,35,1175.0,1624,0,1,0,2017-07-21
51,4,0,0,2,3,1,35,1175.0,1624,0,0,0,2017-07-22
52,4,0,0,2,3,1,35,0.0,1796,0,0,0,2017-07-23
53,2,0,0,2,3,1,35,1175.0,1876,2,0,0,2017-07-24
54,3,0,1,2,3,1,35,1175.0,1876,0,0,0,2017-07-25
55,3,0,3,2,3,1,35,1175.0,1876,1,2,0,2017-07-26
56,1,0,0,2,3,1,35,1175.0,1876,2,0,0,2017-07-27
57,1,0,1,2,3,1,35,1175.0,1876,0,1,0,2017-07-28
58,1,0,0,2,3,1,35,1175.0,1876,0,0,0,2017-07-29
59,1,0,0,2,3,1,35,0.0,2081,0,0,0,2017-07-30
60,1,0,1,2,3,1,35,1175.0,1876,1,0,0,2017-07-31
61,2,0,1,2,3,1,35,1175.0,1876,0,0,0,2017-08-01
62,2,0,2,2,3,1,35,1175.0,1959,2,0,0,2017-08-02
63,0,0,0,2,3,1,35,1175.0,1959,2,0,0,2017-08-03
64,1,0,1,2,3,1,35,1175.0,1959,0,0,0,2017-08-04
65,1,0,0,2,3,1,35,1175.0,1959,0,0,0,2017-08-05
66,1,0,0,2,3,1,35,0.0,2007,0,0,0,2017-08-06
67,2,0,2,2,3,1,35,1175.0,1959,1,0,0,2017-08-07
68,2,0,1,2,3,1,35,1175.0,1959,1,0,0,2017-08-08
69,2,0,1,2,3,1,35,1175.0,1959,1,0,0,2017-08-09
70,0,0,0,2,3,1,35,1175.0,1959,2,0,0,2017-08-10
71,0,0,0,2,3,1,35,1175.0,1959,0,0,0,2017-08-11
72,0,0,0,2,3,1,35,1175.0,2090,0,0,0,2017-08-12
73,0,0,0,2,3,1,35,0.0,1482,0,0,0,2017-08-13
74,0,0,0,2,3,1,35,1175.0,1907,0,0,0,2017-08-14
75,1,0,1,2,2,2,35,8250.0,1907,0,0,0,2017-08-15
76,2,0,1,2,2,2,35,1250.0,1907,0,0,0,2017-08-16
77,2,0,0,2,2,2,35,1250.0,1907,0,0,0,2017-08-17
78,2,0,0,3,2,2,35,1400.0,1907,0,0,0,2017-08-18
79,2,2,2,3,2,2,35,1400.0,1907,0,0,0,2017-08-19
80,2,2,0,3,2,2,35,0.0,2078,0,0,0,2017-08-20
81,4,0,0,3,2,2,35,1400.0,1872,0,0,0,2017-08-21
82,2,0,1,3,2,2,35,1400.0,1872,2,1,0,2017-08-22
83,5,0,3,3,2,2,35,1400.0,1872,0,0,0,2017-08-23
84,4,0,0,3,2,2,35,1400.0,1872,0,1,0,2017-08-24
85,0,0,0,3,2,1,35,1125.0,1872,3,1,0,2017-08-25
86,0,0,0,3,2,1,35,1125.0,1511,0,0,0,2017-08-26
87,0,0,0,3,2,1,35,0.0,1969,0,0,0,2017-08-27
88,1,0,1,3,2,1,35,1125.0,1918,0,0,0,2017-08-28
89,1,0,1,3,2,1,35,1125.0,1918,1,0,0,2017-08-29
90,0,0,0,3,2,1,35,1125.0,1604,1,0,0,2017-08-30
91,0,0,0,3,2,1,35,1125.0,1604,0,0,0,2017-08-31
92,0,0,0,3,2,1,35,1125.0,1604,0,0,0,2017-09-01
93,0,2,2,3,2,1,35,1125.0,1604,0,0,0,2017-09-02
