,qtd_D,qtd_G,qtd_dia,n_L1,n_L2,n_L3,n_Geradores,custo_dia,renda_dia,des_dia_1,des_dia_2,des_dia_3,data
0,0,0,0,3,2,1,33,1125.0,1449,0,0,0,2017-06-01
1,0,0,0,3,2,1,33,1125.0,1449,0,0,0,2017-06-02
2,0,1,1,3,2,1,33,1125.0,1449,0,0,0,2017-06-03
3,0,1,0,3,2,1,33,0.0,1774,0,0,0,2017-06-04
4,1,0,0,3,2,1,33,1125.0,1449,0,0,0,2017-06-05
5,0,0,0,3,2,1,33,1125.0,1449,1,0,0,2017-06-06
6,1,0,1,3,2,1,33,1125.0,1529,0,0,0,2017-06-07
7,1,0,1,3,2,1,33,1125.0,1529,1,0,0,2017-06-08
8,3,0,2,3,2,1,33,1125.0,1529,0,0,0,2017-06-09
9,3,0,0,3,2,1,33,1125.0,1529,0,0,0,2017-06-10
10,3,0,0,3,2,1,33,0.0,1392,0,0,0,2017-06-11
11,3,0,0,3,2,1,33,1125.0,1529,0,0,0,2017-06-12
12,2,0,2,3,2,1,33,1125.0,1529,3,0,0,2017-06-13
13,2,0,1,3,2,1,33,1125.0,1529,1,0,0,2017-06-14
14,3,0,2,3,2,1,33,1125.0,1529,1,0,0,2017-06-15
15,3,0,1,3,2,1,33,1125.0,1529,1,0,0,2017-06-16
16,3,0,0,3,2,1,33,1125.0,1529,0,0,0,2017-06-17
17,3,0,0,3,2,1,33,0.0,1962,0,0,0,2017-06-18
18,0,0,0,3,2,1,33,1125.0,1529,3,0,0,2017-06-19
19,0,0,0,3,2,1,33,1125.0,1529,0,0,0,2017-06-20
20,0,0,0,3,2,1,33,1125.0,1529,0,0,0,2017-06-21
21,1,0,1,3,2,1,33,1125.0,1529,0,0,0,2017-06-22
22,2,0,2,3,2,1,33,1125.0,1529,1,0,0,2017-06-23
23,2,3,3,3,2,1,33,1125.0,1529,0,0,0,2017-06-24
24,2,3,0,3,2,1,33,0.0,1659,0,0,0,2017-06-25
25,3,0,0,3,2,1,33,1125.0,1529,2,0,0,2017-06-26
26,1,0,0,3,2,1,33,1125.0,1529,2,0,0,2017-06-27
27,2,0,1,3,2,1,33,1125.0,1485,0,0,0,2017-06-28
28,2,0,2,3,2,1,33,1125.0,1485,2,0,0,2017-06-29
29,4,0,2,3,2,1,33,1125.0,1485,0,0,0,2017-06-30
30,4,1,1,3,2,1,33,1125.0,1485,0,0,0,2017-07-01
31,4,1,0,3,2,1,33,0.0,1553,0,0,0,2017-07-02
32,3,0,0,3,2,1,33,1125.0,1485,2,0,0,2017-07-03
33,1,0,1,3,2,1,33,1125.0,1485,2,1,0,2017-07-04
34,0,0,0,3,2,1,34,1125.0,1485,1,0,0,2017-07-05
35,0,0,0,2,3,1,34,4175.0,1485,0,0,0,2017-07-06
36,0,0,0,2,3,1,34,1175.0,1485,0,0,0,2017-07-07
37,0,1,1,2,3,1,34,1175.0,1559,0,0,0,2017-07-08
38,0,1,0,2,3,1,34,0.0,1826,0,0,0,2017-07-09
39,1,0,0,2,3,1,34,1175.0,1559,0,0,0,2017-07-10
40,0,0,0,1,3,1,34,1025.0,1559,0,0,0,2017-07-11
41,4,0,4,1,3,1,34,1025.0,1559,0,0,0,2017-07-12
42,2,0,0,1,3,1,34,1025.0,1559,0,2,0,2017-07-13
43,0,0,0,1,3,1,34,1025.0,1559,1,1,0,2017-07-14
44,0,4,4,1,3,1,35,1025.0,1898,0,0,0,2017-07-15
45,0,4,0,1,3,1,35,0.0,1510,0,0,0,2017-07-16
46,4,0,0,1,3,1,35,1025.0,1898,0,0,0,2017-07-17
47,3,0,1,1,3,1,35,1025.0,1898,1,1,0,2017-07-18
48,2,0,0,1,3,1,35,1025.0,1898,0,1,0,2017-07-19
49,1,0,1,1,3,1,35,1025.0,1898,1,1,0,2017-07-20
50,1,0,1,2,3,1,35,1175.0,1898,1,0,0,2017-07-21
51,1,1,1,2,3,1,35,1175.0,1898,0,0,0,2017-07-22
52,1,1,0,2,3,1,35,0.0,1625,0,0,0,2017-07-23
53,4,0,3,2,3,1,35,1175.0,1898,1,0,0,2017-07-24
54,4,0,1,2,3,1,35,1175.0,1898,1,0,0,2017-07-25
55,3,0,1,2,3,1,35,1175.0,1898,1,1,0,2017-07-26
56,0,0,0,2,3,1,35,1175.0,1898,2,1,0,2017-07-27
57,1,0,1,2,3,1,35,1175.0,1898,0,0,0,2017-07-28
58,1,1,1,2,3,1,35,1175.0,1898,0,0,0,2017-07-29
59,1,1,0,2,3,1,35,0.0,1539,0,0,0,2017-07-30
60,1,0,0,2,3,1,35,1175.0,1898,1,0,0,2017-07-31
61,1,0,1,2,3,1,35,1175.0,1898,1,0,0,2017-08-01
62,0,0,0,2,3,1,35,1175.0,1898,1,0,0,2017-08-02
63,1,0,1,2,3,1,35,1175.0,1898,0,0,0,2017-08-03
64,1,0,1,2,3,1,35,1175.0,1898,1,0,0,2017-08-04
65,1,3,3,2,3,1,35,1175.0,1898,0,0,0,2017-08-05
66,1,3,0,2,3,1,35,0.0,1835,0,0,0,2017-08-06
67,3,0,0,2,3,1,35,1175.0,1898,1,0,0,2017-08-07
68,1,0,0,2,3,1,35,1175.0,1898,1,1,0,2017-08-08
69,2,0,2,2,3,1,35,1175.0,1898,1,0,0,2017-08-09
70,3,0,1,2,3,1,35,1175.0,1898,0,0,0,2017-08-10
71,1,0,0,2,3,1,35,1175.0,1898,1,1,0,2017-08-11
72,1,1,1,2,3,1,35,1175.0,1898,0,0,0,2017-08-12
73,1,1,0,2,3,1,35,0.0,1579,0,0,0,2017-08-13
74,2,0,1,2,3,1,35,1175.0,1898,1,0,0,2017-08-14
75,0,0,0,2,2,2,35,8250.0,1898,2,0,0,2017-08-15
76,2,0,2,2,2,2,35,1250.0,1898,0,0,0,2017-08-16
77,1,0,0,2,2,2,35,1250.0,1694,1,0,0,2017-08-17
78,5,0,4,3,2,2,35,1400.0,1694,0,0,0,2017-08-18
79,5,1,1,3,2,2,35,1400.0,1694,0,0,0,2017-08-19
80,5,1,0,3,2,2,35,0.0,1508,0,0,0,2017-08-20
81,2,0,0,3,2,2,35,1400.0,1820,2,2,0,2017-08-21
82,1,0,0,3,2,2,35,1400.0,1820,1,0,0,2017-08-22
83,2,0,2,3,2,2,35,1400.0,1820,1,0,0,2017-08-23
84,1,0,0,3,2,2,35,1400.0,1820,1,0,0,2017-08-24
85,0,0,0,3,2,1,35,1125.0,1820,1,0,0,2017-08-25
86,0,0,0,3,2,1,35,1125.0,1820,0,0,0,2017-08-26
87,0,0,0,3,2,1,35,0.0,2090,0,0,0,2017-08-27
88,3,0,3,3,2,1,35,1125.0,1820,0,0,0,2017-08-28
89,2,0,2,3,2,1,35,1125.0,1820,3,0,0,2017-08-29
90,3,0,2,3,2,1,35,1125.0,1820,1,0,0,2017-08-30
91,2,0,1,3,2,1,35,1125.0,1820,2,0,0,2017-08-31
92,2,0,2,3,2,1,35,1125.0,1820,2,0,0,2017-09-01
93,2,1,1,3,2,1,35,1125.0,1820,0,0,0,2017-09-02
94,2,1,0,3,2,1,35,0.0,1939,0,0,0,2017-09-03
95,3,0,1,3,2,1,35,1125.0,1820,1,0,0,2017-09-04
96,2,0,2,3,2,1,35,1125.0,1820,2,1,0,2017-09-05
97,3,0,2,3,2,1,35,1125.0,1820,1,0,0,2017-09-06
98,1,0,1,3,2,1,35,1125.0,1820,3,0,0,2017-09-07
99,1,0,1,3,2,1,35,1125.0,1820,1,0,0,2017-09-08
100,1,1,1,3,2,1,35,1125.0,1820,0,0,0,2017-09-09
101,1,1,0,3,2,1,35,0.0,1882,0,0,0,2017-09-10
102,3,0,2,3,2,1,35,1125.0,1491,1,0,0,2017-09-11
103,0,0,0,3,2,1,35,1125.0,1491,3,0,0,2017-09-12
104,0,0,0,3,2,1,35,1125.0,1491,0,0,0,2017-09-13
105,1,0,1,3,2,1,36,1125.0,1491,0,0,0,2017-09-14
106,0,0,0,2,3,1,36,4175.0,1845,1,0,0,2017-09-15
107,0,0,0,2,3,1,36,1175.0,1845,0,0,0,2017-09-16
108,0,0,0,2,3,1,36,0.0,1741,0,0,0,2017-09-17
109,2,0,2,2,3,1,36,1175.0,1845,0,0,0,2017-09-18
110,2,0,0,2,2,1,36,975.0,1845,0,0,0,2017-09-19
111,0,0,0,2,2,1,36,975.0,1845,2,0,0,2017-09-20
112,1,0,1,2,2,1,36,975.0,1845,0,0,0,2017-09-21
113,5,0,4,2,2,1,36,975.0,1845,0,0,0,2017-09-22
114,5,1,1,2,2,1,36,975.0,1845,0,0,0,2017-09-23
115,5,1,0,2,2,1,40,0.0,2000,0,0,0,2017-09-24
116,5,0,3,2,2,1,40,975.0,1845,1,2,1,2017-09-25
117,3,0,0,2,2,1,40,975.0,2262,1,1,0,2017-09-26
118,2,0,0,2,2,1,40,975.0,2262,0,0,1,2017-09-27
119,5,0,3,2,2,1,40,975.0,2008,0,0,0,2017-09-28
120,6,0,2,3,2,1,40,1125.0,2008,0,1,0,2017-09-29
121,6,0,0,3,2,1,40,1125.0,2008,0,0,0,2017-09-30
122,6,0,0,3,2,1,40,0.0,2061,0,0,0,2017-10-01
123,3,0,2,3,2,1,40,1125.0,2008,3,2,0,2017-10-02
124,1,0,0,3,2,1,40,1125.0,2008,2,0,0,2017-10-03
125,3,0,2,3,2,1,40,1125.0,2008,0,0,0,2017-10-04
126,4,0,1,3,2,1,40,1125.0,1906,0,0,0,2017-10-05
127,4,0,3,3,2,1,40,1125.0,1906,2,0,1,2017-10-06
128,4,2,2,3,2,1,40,1125.0,1906,0,0,0,2017-10-07
129,4,2,0,3,2,1,40,0.0,2231,0,0,0,2017-10-08
130,5,0,1,3,2,1,40,1125.0,1906,2,0,0,2017-10-09
131,3,0,2,3,2,1,40,1125.0,1703,3,1,0,2017-10-10
132,3,0,2,3,2,1,40,1125.0,1703,1,1,0,2017-10-11
133,2,0,0,3,2,1,40,1125.0,1703,1,0,0,2017-10-12
134,4,0,3,3,2,1,40,1125.0,1703,1,0,0,2017-10-13
135,4,0,0,3,2,1,40,1125.0,1703,0,0,0,2017-10-14
136,4,0,0,3,2,1,40,0.0,1967,0,0,0,2017-10-15
137,1,0,1,3,2,1,40,1125.0,1703,3,1,0,2017-10-16
138,1,0,0,3,2,1,40,1125.0,1703,0,0,0,2017-10-17
139,0,0,0,3,2,1,40,1125.0,1703,1,0,0,2017-10-18
140,0,0,0,3,2,1,40,1125.0,1703,0,0,0,2017-10-19
141,0,0,0,3,2,1,40,1125.0,2160,0,0,0,2017-10-20
142,0,2,2,3,2,1,40,1125.0,2160,0,0,0,2017-10-21
143,0,2,0,3,2,1,40,0.0,2358,0,0,0,2017-10-22
144,3,0,1,3,2,1,40,1125.0,2058,0,0,0,2017-10-23
145,4,0,1,3,2,1,40,1125.0,2058,0,0,0,2017-10-24
146,3,0,1,3,2,1,40,1125.0,2222,1,1,0,2017-10-25
147,1,0,0,3,2,1,40,1125.0,2222,2,0,0,2017-10-26
148,2,0,2,3,2,1,40,1125.0,2222,1,0,0,2017-10-27
149,2,1,1,3,2,1,40,1125.0,2222,0,0,0,2017-10-28
150,2,1,0,4,2,1,40,0.0,2039,0,0,0,2017-10-29
