,qtd_D,qtd_G,qtd_dia,n_L1,n_L2,n_L3,n_Geradores,custo_dia,renda_dia,des_dia_1,des_dia_2,des_dia_3,data
0,2,0,2,3,2,1,33,1125.0,1834,0,0,0,2017-06-01
1,1,0,0,3,2,1,33,1125.0,1834,1,0,0,2017-06-02
2,1,3,3,3,2,1,33,1125.0,1834,0,0,0,2017-06-03
3,1,3,0,3,2,1,33,0.0,1798,0,0,0,2017-06-04
4,5,0,2,3,2,1,33,1125.0,1834,1,0,0,2017-06-05
5,2,0,0,3,2,1,33,1125.0,1834,2,1,0,2017-06-06
6,3,0,2,3,2,1,33,1125.0,1834,0,1,0,2017-06-07
7,3,0,1,3,2,1,33,1125.0,1834,1,0,0,2017-06-08
8,2,0,1,3,2,1,33,1125.0,1834,2,0,0,2017-06-09
9,2,1,1,3,2,1,33,1125.0,1834,0,0,0,2017-06-10
10,2,1,0,3,2,1,33,0.0,1886,0,0,0,2017-06-11
11,2,0,1,3,2,1,33,1125.0,1834,2,0,0,2017-06-12
12,2,0,1,3,2,1,33,1125.0,1834,1,0,0,2017-06-13
13,4,0,4,3,2,1,33,1125.0,1834,2,0,0,2017-06-14
14,4,0,2,3,2,1,33,1125.0,1834,1,1,0,2017-06-15
15,2,0,0,3,2,1,33,1125.0,1834,1,1,0,2017-06-16
16,2,4,4,3,2,1,33,1125.0,1834,0,0,0,2017-06-17
17,2,4,0,3,2,1,33,0.0,1973,0,0,0,2017-06-18
18,6,1,2,3,2,1,33,1125.0,1834,1,0,0,2017-06-19
19,3,0,0,3,2,1,33,1125.0,1834,2,2,0,2017-06-20
20,1,0,0,3,2,1,33,1125.0,1834,2,0,0,2017-06-21
21,1,0,0,3,2,1,33,1125.0,1834,0,0,0,2017-06-22
22,1,0,0,3,2,1,33,1125.0,1834,0,0,0,2017-06-23
23,1,0,0,3,2,1,33,1125.0,1834,0,0,0,2017-06-24
24,1,0,0,3,2,1,33,0.0,1508,0,0,0,2017-06-25
25,3,0,2,3,2,1,33,1125.0,1834,0,0,0,2017-06-26
26,3,0,2,3,2,1,33,1125.0,1834,1,0,1,2017-06-27
27,3,0,2,3,2,1,33,1125.0,1834,2,0,0,2017-06-28
28,2,0,1,3,2,1,33,1125.0,1834,2,0,0,2017-06-29
29,2,0,1,3,2,1,33,1125.0,1834,1,0,0,2017-06-30
30,2,0,0,3,2,1,33,1125.0,1574,0,0,0,2017-07-01
31,2,0,0,3,2,1,33,0.0,1717,0,0,0,2017-07-02
32,2,0,1,3,2,1,33,1125.0,1574,1,0,0,2017-07-03
33,2,0,0,3,2,1,33,1125.0,1574,0,0,0,2017-07-04
34,1,0,1,3,2,1,34,1125.0,1574,2,0,0,2017-07-05
35,0,0,0,2,3,1,34,4175.0,1574,0,1,0,2017-07-06
36,1,0,1,2,3,1,34,1175.0,1574,0,0,0,2017-07-07
37,1,2,2,2,3,1,34,1175.0,1574,0,0,0,2017-07-08
38,1,2,0,2,3,1,34,0.0,1920,0,0,0,2017-07-09
39,5,1,3,2,3,1,34,1175.0,1574,0,0,0,2017-07-10
40,4,0,1,1,3,1,34,1025.0,1574,0,2,0,2017-07-11
41,5,1,3,1,3,1,34,1025.0,1574,0,1,0,2017-07-12
42,5,1,2,1,3,1,34,1025.0,1574,0,2,0,2017-07-13
43,5,3,3,1,3,1,34,1025.0,1574,0,0,1,2017-07-14
44,5,4,1,1,3,1,35,1025.0,1574,0,0,0,2017-07-15
45,5,4,0,1,3,1,35,0.0,1503,0,0,0,2017-07-16
46,5,2,1,1,3,1,35,1025.0,1739,1,2,0,2017-07-17
47,5,1,2,1,3,1,35,1025.0,1739,0,3,0,2017-07-18
48,4,0,1,1,3,1,35,1025.0,1739,1,2,0,2017-07-19
49,3,0,1,1,3,1,35,1025.0,1739,1,1,0,2017-07-20
50,1,0,0,2,3,1,35,1175.0,1739,1,1,0,2017-07-21
51,1,0,0,2,3,1,35,1175.0,1739,0,0,0,2017-07-22
52,1,0,0,2,3,1,35,0.0,1740,0,0,0,2017-07-23
53,1,0,0,2,3,1,35,1175.0,1586,0,0,0,2017-07-24
54,2,0,1,2,3,1,35,1175.0,1586,0,0,0,2017-07-25
55,4,0,3,2,3,1,35,1175.0,1586,1,0,0,2017-07-26
56,3,0,2,2,3,1,35,1175.0,1586,2,0,1,2017-07-27
57,2,0,1,2,3,1,35,1175.0,1586,2,0,0,2017-07-28
58,2,1,1,2,3,1,35,1175.0,1586,0,0,0,2017-07-29
59,2,1,0,2,3,1,35,0.0,1999,0,0,0,2017-07-30
60,2,0,0,2,3,1,35,1175.0,1586,0,1,0,2017-07-31
61,0,0,0,2,3,1,35,1175.0,1586,2,0,0,2017-08-01
62,1,0,1,2,3,1,35,1175.0,1586,0,0,0,2017-08-02
63,3,0,2,2,3,1,35,1175.0,1586,0,0,0,2017-08-03
64,3,0,2,2,3,1,35,1175.0,1586,1,1,0,2017-08-04
65,3,1,1,2,3,1,35,1175.0,1586,0,0,0,2017-08-05
66,3,1,0,2,3,1,35,0.0,1898,0,0,0,2017-08-06
