,qtd_D,qtd_G,qtd_dia,n_L1,n_L2,n_L3,n_Geradores,custo_dia,renda_dia,des_dia_1,des_dia_2,des_dia_3,data
0,2,0,2,3,2,1,33,1125.0,1554,0,0,0,2017-06-01
1,3,0,1,3,2,1,33,1125.0,1554,0,0,0,2017-06-02
2,3,0,0,3,2,1,33,1125.0,1554,0,0,0,2017-06-03
3,3,0,0,3,2,1,33,0.0,1637,0,0,0,2017-06-04
4,2,0,0,3,2,1,33,1125.0,1554,1,0,0,2017-06-05
5,2,0,2,3,2,1,33,1125.0,1554,2,0,0,2017-06-06
6,2,0,1,3,2,1,33,1125.0,1554,1,0,0,2017-06-07
7,2,0,2,3,2,1,33,1125.0,1554,2,0,0,2017-06-08
8,1,0,1,3,2,1,33,1125.0,1554,2,0,0,2017-06-09
9,1,1,1,3,2,1,33,1125.0,1554,0,0,0,2017-06-10
10,1,1,0,3,2,1,33,0.0,1664,0,0,0,2017-06-11
11,3,0,1,3,2,1,33,1125.0,1554,0,0,0,2017-06-12
12,2,0,1,3,2,1,33,1125.0,1554,2,0,0,2017-06-13
13,1,0,1,3,2,1,33,1125.0,1554,2,0,0,2017-06-14
14,1,0,1,3,2,1,33,1125.0,1554,1,0,0,2017-06-15
15,1,0,0,3,2,1,33,1125.0,1554,0,0,0,2017-06-16
16,1,0,0,3,2,1,33,1125.0,1554,0,0,0,2017-06-17
17,1,0,0,3,2,1,33,0.0,1897,0,0,0,2017-06-18
18,1,0,1,3,2,1,33,1125.0,1554,1,0,0,2017-06-19
19,1,0,0,3,2,1,33,1125.0,1554,0,0,0,2017-06-20
20,2,0,2,3,2,1,33,1125.0,1554,1,0,0,2017-06-21
21,0,0,0,3,2,1,33,1125.0,1554,2,0,0,2017-06-22
22,0,0,0,3,2,1,33,1125.0,1554,0,0,0,2017-06-23
23,0,1,1,3,2,1,33,1125.0,1554,0,0,0,2017-06-24
24,0,1,0,3,2,1,33,0.0,1705,0,0,0,2017-06-25
25,1,0,0,3,2,1,33,1125.0,1732,0,0,0,2017-06-26
26,1,0,1,3,2,1,33,1125.0,1732,1,0,0,2017-06-27
27,1,0,0,3,2,1,33,1125.0,1732,0,0,0,2017-06-28
28,1,0,1,3,2,1,33,1125.0,1732,1,0,0,2017-06-29
29,1,0,1,3,2,1,33,1125.0,1732,1,0,0,2017-06-30
30,1,2,2,3,2,1,33,1125.0,1732,0,0,0,2017-07-01
31,1,2,0,3,2,1,33,0.0,1769,0,0,0,2017-07-02
32,3,0,1,3,2,1,33,1125.0,1403,1,0,0,2017-07-03
33,0,0,0,3,2,1,33,1125.0,1897,3,0,0,2017-07-04
34,4,0,4,3,2,1,34,1125.0,1897,0,0,0,2017-07-05
35,3,0,1,2,3,1,34,4175.0,1897,1,1,0,2017-07-06
36,1,0,0,2,3,1,34,1175.0,1897,2,0,0,2017-07-07
37,1,2,2,2,3,1,34,1175.0,1897,0,0,0,2017-07-08
38,1,2,0,2,3,1,34,0.0,1884,0,0,0,2017-07-09
39,3,0,1,2,3,1,34,1175.0,1897,0,1,0,2017-07-10
40,2,0,0,1,3,1,34,1025.0,1456,0,0,0,2017-07-11
41,2,0,1,1,3,1,34,1025.0,1456,1,0,0,2017-07-12
42,5,0,4,1,3,1,34,1025.0,1456,1,0,0,2017-07-13
43,4,0,0,1,3,1,34,1025.0,1456,0,1,0,2017-07-14
44,4,1,1,1,3,1,35,1025.0,1566,0,0,0,2017-07-15
45,4,1,0,1,3,1,35,0.0,2059,0,0,0,2017-07-16
46,5,0,1,1,3,1,35,1025.0,1566,1,0,0,2017-07-17
47,5,0,0,1,3,1,35,1025.0,1566,0,0,0,2017-07-18
48,2,0,0,1,3,1,35,1025.0,1566,0,2,1,2017-07-19
49,3,0,3,1,3,1,35,1025.0,1566,1,1,0,2017-07-20
50,2,0,2,2,3,1,35,1175.0,1566,1,2,0,2017-07-21
51,2,1,1,2,3,1,35,1175.0,1566,0,0,0,2017-07-22
52,2,1,0,2,3,1,35,0.0,1498,0,0,0,2017-07-23
53,2,0,0,2,3,1,35,1175.0,1736,1,0,0,2017-07-24
54,1,0,0,2,3,1,35,1175.0,1736,1,0,0,2017-07-25
55,1,0,1,2,3,1,35,1175.0,1736,1,0,0,2017-07-26
56,3,0,3,2,3,1,35,1175.0,1736,1,0,0,2017-07-27
57,0,0,0,2,3,1,35,1175.0,1736,2,1,0,2017-07-28
58,0,1,1,2,3,1,35,1175.0,1736,0,0,0,2017-07-29
59,0,1,0,2,3,1,35,0.0,1929,0,0,0,2017-07-30
60,1,0,0,2,3,1,35,1175.0,1736,0,0,0,2017-07-31
61,3,0,2,2,3,1,35,1175.0,1736,0,0,0,2017-08-01
62,1,0,0,2,3,1,35,1175.0,1736,1,1,0,2017-08-02
63,1,0,1,2,3,1,35,1175.0,1736,1,0,0,2017-08-03
64,3,0,2,2,3,1,35,1175.0,1736,0,0,0,2017-08-04
65,3,0,0,2,3,1,35,1175.0,1924,0,0,0,2017-08-05
66,3,0,0,2,3,1,35,0.0,1935,0,0,0,2017-08-06
67,3,0,1,2,3,1,35,1175.0,1924,0,1,0,2017-08-07
68,1,0,1,2,3,1,35,1175.0,1692,2,1,0,2017-08-08
69,0,0,0,2,3,1,35,1175.0,1692,1,0,0,2017-08-09
