,qtd_D,qtd_G,qtd_dia,n_L1,n_L2,n_L3,n_Geradores,custo_dia,renda_dia,des_dia_1,des_dia_2,des_dia_3,data
0,2,0,2,3,2,1,33,1125.0,1609,0,0,0,2017-06-01
1,2,0,0,3,2,1,33,1125.0,1609,0,0,0,2017-06-02
2,2,2,2,3,2,1,33,1125.0,1662,0,0,0,2017-06-03
3,2,2,0,3,2,1,33,0.0,1827,0,0,0,2017-06-04
4,2,0,0,3,2,1,33,1125.0,1662,2,0,0,2017-06-05
5,2,0,2,3,2,1,33,1125.0,1662,2,0,0,2017-06-06
6,1,0,0,3,2,1,33,1125.0,1662,1,0,0,2017-06-07
7,1,0,0,3,2,1,33,1125.0,1662,0,0,0,2017-06-08
8,1,0,1,3,2,1,33,1125.0,1662,1,0,0,2017-06-09
9,1,1,1,3,2,1,33,1125.0,1662,0,0,0,2017-06-10
10,1,1,0,3,2,1,33,0.0,1726,0,0,0,2017-06-11
11,5,0,4,3,2,1,33,1125.0,1662,1,0,0,2017-06-12
12,3,0,0,3,2,1,33,1125.0,1662,1,1,0,2017-06-13
13,2,0,1,3,2,1,33,1125.0,1662,2,0,0,2017-06-14
14,1,0,1,3,2,1,33,1125.0,1662,1,1,0,2017-06-15
15,4,0,4,3,2,1,33,1125.0,1662,1,0,0,2017-06-16
16,4,1,1,3,2,1,33,1125.0,1662,0,0,0,2017-06-17
17,4,1,0,3,2,1,33,0.0,1607,0,0,0,2017-06-18
18,4,0,0,3,2,1,33,1125.0,1662,1,0,0,2017-06-19
19,0,0,0,3,2,1,33,1125.0,1662,3,1,0,2017-06-20
20,0,0,0,3,2,1,33,1125.0,1662,0,0,0,2017-06-21
21,3,0,3,3,2,1,33,1125.0,1771,0,0,0,2017-06-22
22,4,0,4,3,2,1,33,1125.0,1624,3,0,0,2017-06-23
23,4,0,0,3,2,1,33,1125.0,1624,0,0,0,2017-06-24
24,4,0,0,3,2,1,33,0.0,1707,0,0,0,2017-06-25
25,4,0,2,3,2,1,33,1125.0,1624,2,0,0,2017-06-26
26,2,0,1,3,2,1,33,1125.0,1507,2,1,0,2017-06-27
27,4,0,3,3,2,1,33,1125.0,1507,1,0,0,2017-06-28
28,4,0,1,3,2,1,33,1125.0,1507,1,0,0,2017-06-29
29,3,0,1,3,2,1,33,1125.0,1507,1,1,0,2017-06-30
30,3,1,1,3,2,1,33,1125.0,1507,0,0,0,2017-07-01
31,3,1,0,3,2,1,33,0.0,1512,0,0,0,2017-07-02
32,5,0,1,3,2,1,33,1125.0,1507,0,0,0,2017-07-03
