,qtd_D,qtd_G,qtd_dia,n_L1,n_L2,n_L3,n_Geradores,custo_dia,renda_dia,des_dia_1,des_dia_2,des_dia_3,data
0,2,0,2,3,2,1,33,1125.0,1550,0,0,0,2017-06-01
1,2,0,2,3,2,1,33,1125.0,1550,2,0,0,2017-06-02
2,2,0,0,3,2,1,33,1125.0,1492,0,0,0,2017-06-03
3,2,0,0,3,2,1,33,0.0,1454,0,0,0,2017-06-04
4,1,0,0,3,2,1,33,1125.0,1492,1,0,0,2017-06-05
5,2,0,1,3,2,1,33,1125.0,1492,0,0,0,2017-06-06
6,3,0,2,3,2,1,33,1125.0,1492,1,0,0,2017-06-07
7,1,0,0,3,2,1,33,1125.0,1492,2,0,0,2017-06-08
8,2,0,1,3,2,1,33,1125.0,1492,0,0,0,2017-06-09
9,2,1,1,3,2,1,33,1125.0,1492,0,0,0,2017-06-10
10,2,1,0,3,2,1,33,0.0,1799,0,0,0,2017-06-11
11,2,0,1,3,2,1,33,1125.0,1451,2,0,0,2017-06-12
12,1,0,1,3,2,1,33,1125.0,1451,2,0,0,2017-06-13
13,2,0,2,3,2,1,33,1125.0,1451,1,0,0,2017-06-14
14,1,0,1,3,2,1,33,1125.0,1451,2,0,0,2017-06-15
15,1,0,1,3,2,1,33,1125.0,1451,1,0,0,2017-06-16
16,1,0,0,3,2,1,33,1125.0,1451,0,0,0,2017-06-17
17,1,0,0,3,2,1,33,0.0,1886,0,0,0,2017-06-18
18,3,0,2,3,2,1,33,1125.0,1451,0,0,0,2017-06-19
19,3,0,1,3,2,1,33,1125.0,1451,1,0,0,2017-06-20
20,0,0,0,3,2,1,33,1125.0,1451,3,0,0,2017-06-21
21,1,0,1,3,2,1,33,1125.0,1451,0,0,0,2017-06-22
22,0,0,0,3,2,1,33,1125.0,1451,1,0,0,2017-06-23
23,0,1,1,3,2,1,33,1125.0,1451,0,0,0,2017-06-24
24,0,1,0,3,2,1,33,0.0,1557,0,0,0,2017-06-25
25,2,0,1,3,2,1,33,1125.0,1451,0,0,0,2017-06-26
26,2,0,2,3,2,1,33,1125.0,1451,2,0,0,2017-06-27
27,0,0,0,3,2,1,33,1125.0,1451,2,0,0,2017-06-28
28,0,0,0,3,2,1,33,1125.0,1451,0,0,0,2017-06-29
29,0,0,0,3,2,1,33,1125.0,1451,0,0,0,2017-06-30
30,0,3,3,3,2,1,33,1125.0,1696,0,0,0,2017-07-01
31,0,3,0,3,2,1,33,0.0,1517,0,0,0,2017-07-02
32,3,0,0,3,2,1,33,1125.0,1696,0,0,0,2017-07-03
