,qtd_D,qtd_G,qtd_dia,n_L1,n_L2,n_L3,n_Geradores,custo_dia,renda_dia,des_dia_1,des_dia_2,des_dia_3,data
0,1,0,1,3,2,1,33,1125.0,1788,0,0,0,2017-06-01
1,0,0,0,3,2,1,33,1125.0,1586,1,0,0,2017-06-02
2,0,0,0,3,2,1,33,1125.0,1586,0,0,0,2017-06-03
3,0,0,0,3,2,1,33,0.0,1932,0,0,0,2017-06-04
4,0,0,0,3,2,1,33,1125.0,1586,0,0,0,2017-06-05
5,0,0,0,3,2,1,33,1125.0,1586,0,0,0,2017-06-06
6,0,0,0,3,2,1,33,1125.0,1586,0,0,0,2017-06-07
7,2,0,2,3,2,1,33,1125.0,1586,0,0,0,2017-06-08
8,2,0,1,3,2,1,33,1125.0,1586,1,0,0,2017-06-09
9,2,1,1,3,2,1,33,1125.0,1974,0,0,0,2017-06-10
10,2,1,0,3,2,1,33,0.0,1425,0,0,0,2017-06-11
11,2,0,1,3,2,1,33,1125.0,1677,2,0,0,2017-06-12
12,3,0,2,3,2,1,33,1125.0,1417,1,0,0,2017-06-13
13,2,0,1,3,2,1,33,1125.0,1417,2,0,0,2017-06-14
14,1,0,0,3,2,1,33,1125.0,1417,1,0,0,2017-06-15
15,2,0,2,3,2,1,33,1125.0,1417,1,0,0,2017-06-16
16,2,0,0,3,2,1,33,1125.0,1417,0,0,0,2017-06-17
17,2,0,0,3,2,1,33,0.0,1606,0,0,0,2017-06-18
18,0,0,0,3,2,1,33,1125.0,1417,2,0,0,2017-06-19
19,2,0,2,3,2,1,33,1125.0,1417,0,0,0,2017-06-20
20,2,0,1,3,2,1,33,1125.0,1417,1,0,0,2017-06-21
21,1,0,0,3,2,1,33,1125.0,1550,1,0,0,2017-06-22
22,2,0,2,3,2,1,33,1125.0,1550,1,0,0,2017-06-23
23,2,1,1,3,2,1,33,1125.0,1550,0,0,0,2017-06-24
24,2,1,0,3,2,1,33,0.0,1551,0,0,0,2017-06-25
25,2,0,0,3,2,1,33,1125.0,1550,1,0,0,2017-06-26
26,2,0,1,3,2,1,33,1125.0,1550,1,0,0,2017-06-27
27,2,0,1,3,2,1,33,1125.0,1550,1,0,0,2017-06-28
28,3,0,2,3,2,1,33,1125.0,1550,1,0,0,2017-06-29
29,2,0,1,3,2,1,33,1125.0,1550,2,0,0,2017-06-30
30,2,2,2,3,2,1,33,1125.0,1550,0,0,0,2017-07-01
31,2,2,0,3,2,1,33,0.0,1952,0,0,0,2017-07-02
32,4,0,1,3,2,1,33,1125.0,1550,1,0,0,2017-07-03
33,2,0,0,3,2,1,33,1125.0,1550,2,0,0,2017-07-04
34,2,0,0,3,2,1,34,1125.0,1550,0,0,0,2017-07-05
35,1,0,1,2,3,1,34,4175.0,1550,0,2,0,2017-07-06
36,0,0,0,2,3,1,34,1175.0,1685,1,0,0,2017-07-07
37,0,2,2,2,3,1,34,1175.0,1685,0,0,0,2017-07-08
38,0,2,0,2,3,1,34,0.0,1640,0,0,0,2017-07-09
39,3,0,1,2,3,1,34,1175.0,1685,0,0,0,2017-07-10
40,2,0,2,1,3,1,34,1025.0,1685,1,1,0,2017-07-11
41,2,0,2,1,3,1,34,1025.0,1685,1,1,0,2017-07-12
42,1,0,0,1,3,1,34,1025.0,1685,0,1,0,2017-07-13
43,1,0,1,1,3,1,34,1025.0,1685,1,0,0,2017-07-14
44,1,0,0,1,3,1,35,1025.0,1685,0,0,0,2017-07-15
45,1,0,0,1,3,1,35,0.0,1729,0,0,0,2017-07-16
46,4,0,4,1,3,1,35,1025.0,1685,1,0,0,2017-07-17
47,3,0,1,1,3,1,35,1025.0,1685,1,1,0,2017-07-18
48,3,0,0,1,3,1,35,1025.0,1685,0,0,0,2017-07-19
49,1,0,0,1,3,1,35,1025.0,1685,1,1,0,2017-07-20
50,5,0,4,2,3,1,35,1175.0,1797,0,0,0,2017-07-21
51,5,2,2,2,3,1,35,1175.0,1797,0,0,0,2017-07-22
52,5,2,0,2,3,1,35,0.0,1610,0,0,0,2017-07-23
53,6,0,2,2,3,1,35,1175.0,1676,1,2,0,2017-07-24
54,4,0,1,2,3,1,35,1175.0,1676,2,1,0,2017-07-25
55,2,0,1,2,3,1,35,1175.0,1676,1,2,0,2017-07-26
56,1,0,0,2,3,1,35,1175.0,1676,1,0,0,2017-07-27
57,1,0,1,2,3,1,35,1175.0,1676,0,0,1,2017-07-28
58,1,0,0,2,3,1,35,1175.0,1676,0,0,0,2017-07-29
59,1,0,0,2,3,1,35,0.0,2044,0,0,0,2017-07-30
60,1,0,1,2,3,1,35,1175.0,1931,1,0,0,2017-07-31
61,0,0,0,2,3,1,35,1175.0,1782,1,0,0,2017-08-01
62,1,0,1,2,3,1,35,1175.0,1782,0,0,0,2017-08-02
63,1,0,0,2,3,1,35,1175.0,1782,0,0,0,2017-08-03
64,0,0,0,2,3,1,35,1175.0,1782,1,0,0,2017-08-04
65,0,2,2,2,3,1,35,1175.0,1782,0,0,0,2017-08-05
66,0,2,0,2,3,1,35,0.0,1720,0,0,0,2017-08-06
67,6,0,4,2,3,1,35,1175.0,1782,0,0,0,2017-08-07
68,4,0,1,2,3,1,35,1175.0,1782,2,1,0,2017-08-08
69,5,0,1,2,3,1,35,1175.0,1782,0,0,0,2017-08-09
70,3,0,1,2,3,1,35,1175.0,1782,2,1,0,2017-08-10
71,3,0,2,2,3,1,35,1175.0,1782,1,1,0,2017-08-11
72,3,0,0,2,3,1,35,1175.0,1782,0,0,0,2017-08-12
73,3,0,0,2,3,1,35,0.0,1732,0,0,0,2017-08-13
74,2,0,1,2,3,1,35,1175.0,1782,1,0,1,2017-08-14
75,4,0,4,2,2,2,35,8250.0,1782,2,0,0,2017-08-15
76,3,0,2,2,2,2,35,1250.0,1782,2,1,0,2017-08-16
77,4,0,1,2,2,2,35,1250.0,1782,0,0,0,2017-08-17
78,3,0,0,3,2,2,35,1400.0,1782,1,0,0,2017-08-18
79,3,2,2,3,2,2,35,1400.0,1782,0,0,0,2017-08-19
80,3,2,0,3,2,2,35,0.0,1737,0,0,0,2017-08-20
81,3,0,0,3,2,2,35,1400.0,1782,1,1,0,2017-08-21
82,2,0,0,3,2,2,35,1400.0,1782,1,0,0,2017-08-22
83,0,0,0,3,2,2,35,1400.0,1782,1,1,0,2017-08-23
84,1,0,1,3,2,2,35,1400.0,1782,0,0,0,2017-08-24
