,qtd_D,qtd_G,qtd_dia,n_L1,n_L2,n_L3,n_Geradores,custo_dia,renda_dia,des_dia_1,des_dia_2,des_dia_3,data
0,0,0,0,3,2,1,33,1125.0,1390,0,0,0,2017-06-01
1,1,0,1,3,2,1,33,1125.0,1390,0,0,0,2017-06-02
2,1,2,2,3,2,1,33,1125.0,1390,0,0,0,2017-06-03
3,1,2,0,3,2,1,33,0.0,1858,0,0,0,2017-06-04
4,3,0,1,3,2,1,33,1125.0,1390,1,0,0,2017-06-05
5,0,0,0,3,2,1,33,1125.0,1390,3,0,0,2017-06-06
6,1,0,1,3,2,1,33,1125.0,1390,0,0,0,2017-06-07
7,1,0,1,3,2,1,33,1125.0,1390,1,0,0,2017-06-08
8,1,0,1,3,2,1,33,1125.0,1937,1,0,0,2017-06-09
9,1,0,0,3,2,1,33,1125.0,1394,0,0,0,2017-06-10
10,1,0,0,3,2,1,33,0.0,1903,0,0,0,2017-06-11
11,1,0,1,3,2,1,33,1125.0,1394,1,0,0,2017-06-12
12,0,0,0,3,2,1,33,1125.0,1394,1,0,0,2017-06-13
13,0,0,0,3,2,1,33,1125.0,1394,0,0,0,2017-06-14
14,1,0,1,3,2,1,33,1125.0,1394,0,0,0,2017-06-15
15,4,0,3,3,2,1,33,1125.0,1394,0,0,0,2017-06-16
16,4,0,0,3,2,1,33,1125.0,1648,0,0,0,2017-06-17
17,4,0,0,3,2,1,33,0.0,1682,0,0,0,2017-06-18
18,2,0,1,3,2,1,33,1125.0,1648,2,1,0,2017-06-19
19,2,0,0,3,2,1,33,1125.0,1793,0,0,0,2017-06-20
20,4,0,2,3,2,1,33,1125.0,1793,0,0,0,2017-06-21
21,5,0,2,3,2,1,33,1125.0,1793,1,0,0,2017-06-22
22,4,0,2,3,2,1,33,1125.0,1793,2,1,0,2017-06-23
23,4,1,1,3,2,1,33,1125.0,1793,0,0,0,2017-06-24
24,4,1,0,3,2,1,33,0.0,1576,0,0,0,2017-06-25
25,6,0,2,3,2,1,33,1125.0,1793,1,0,0,2017-06-26
26,4,0,0,3,2,1,33,1125.0,1793,1,1,0,2017-06-27
27,4,0,2,3,2,1,33,1125.0,1793,2,0,0,2017-06-28
28,3,0,0,3,2,1,33,1125.0,1793,1,0,0,2017-06-29
29,4,0,2,3,2,1,33,1125.0,1793,1,0,0,2017-06-30
30,4,1,1,3,2,1,33,1125.0,1793,0,0,0,2017-07-01
31,4,1,0,3,2,1,33,0.0,1694,0,0,0,2017-07-02
32,6,0,3,3,2,1,33,1125.0,1793,2,0,0,2017-07-03
33,1,0,0,3,2,1,33,1125.0,1793,3,2,0,2017-07-04
34,2,0,2,3,2,1,34,1125.0,1793,0,0,1,2017-07-05
35,1,0,1,2,3,1,34,4175.0,1793,1,1,0,2017-07-06
36,3,0,3,2,3,1,34,1175.0,1793,1,0,0,2017-07-07
37,3,0,0,2,3,1,34,1175.0,1793,0,0,0,2017-07-08
38,3,0,0,2,3,1,34,0.0,1808,0,0,0,2017-07-09
39,2,0,1,2,3,1,34,1175.0,1793,2,0,0,2017-07-10
40,0,0,0,1,3,1,34,1025.0,1793,0,1,0,2017-07-11
41,1,0,1,1,3,1,34,1025.0,1793,0,0,0,2017-07-12
42,0,0,0,1,3,1,34,1025.0,1793,1,0,0,2017-07-13
43,0,0,0,1,3,1,34,1025.0,1793,0,0,0,2017-07-14
44,0,0,0,1,3,1,35,1025.0,1793,0,0,0,2017-07-15
45,0,0,0,1,3,1,35,0.0,1516,0,0,0,2017-07-16
46,0,0,0,1,3,1,35,1025.0,1943,0,0,0,2017-07-17
47,0,0,0,1,3,1,35,1025.0,1943,0,0,0,2017-07-18
48,2,0,2,1,3,1,35,1025.0,1943,0,0,0,2017-07-19
49,1,0,1,1,3,1,35,1025.0,1943,1,1,0,2017-07-20
50,1,0,0,2,3,1,35,1175.0,1943,0,0,0,2017-07-21
51,1,1,1,2,3,1,35,1175.0,1943,0,0,0,2017-07-22
52,1,1,0,2,3,1,35,0.0,1553,0,0,0,2017-07-23
53,1,0,0,2,3,1,35,1175.0,1906,1,0,0,2017-07-24
54,3,0,2,2,3,1,35,1175.0,1906,0,0,0,2017-07-25
55,1,0,1,2,3,1,35,1175.0,1906,2,1,0,2017-07-26
56,1,0,1,2,3,1,35,1175.0,1906,1,0,0,2017-07-27
57,1,0,1,2,3,1,35,1175.0,1906,1,0,0,2017-07-28
58,1,2,2,2,3,1,35,1175.0,1828,0,0,0,2017-07-29
59,1,2,0,2,3,1,35,0.0,1860,0,0,0,2017-07-30
60,5,0,3,2,3,1,35,1175.0,2040,1,0,0,2017-07-31
61,4,0,1,2,3,1,35,1175.0,1542,1,1,0,2017-08-01
62,3,0,2,2,3,1,35,1175.0,1542,1,2,0,2017-08-02
63,2,0,1,2,3,1,35,1175.0,2080,2,0,0,2017-08-03
64,4,0,2,2,3,1,35,1175.0,2080,0,0,0,2017-08-04
65,4,2,2,2,3,1,35,1175.0,2080,0,0,0,2017-08-05
66,4,2,0,2,3,1,35,0.0,1520,0,0,0,2017-08-06
67,5,0,1,2,3,1,35,1175.0,1840,1,1,0,2017-08-07
68,5,0,2,2,3,1,35,1175.0,1840,1,1,0,2017-08-08
69,2,0,0,2,3,1,35,1175.0,1840,2,1,0,2017-08-09
70,1,0,1,2,3,1,35,1175.0,1840,0,2,0,2017-08-10
71,0,0,0,2,3,1,35,1175.0,1840,1,0,0,2017-08-11
72,0,2,2,2,3,1,35,1175.0,1840,0,0,0,2017-08-12
73,0,2,0,2,3,1,35,0.0,1553,0,0,0,2017-08-13
74,4,0,2,2,3,1,35,1175.0,1840,0,0,0,2017-08-14
75,3,0,1,2,2,2,35,8250.0,1840,1,1,0,2017-08-15
76,2,0,1,2,2,2,35,1250.0,1626,2,0,0,2017-08-16
77,1,0,0,2,2,2,35,1250.0,1626,1,0,0,2017-08-17
78,2,0,1,3,2,2,35,1400.0,1626,0,0,0,2017-08-18
79,2,0,0,3,2,2,35,1400.0,1626,0,0,0,2017-08-19
80,2,0,0,3,2,2,35,0.0,1579,0,0,0,2017-08-20
81,2,0,1,3,2,2,35,1400.0,1626,1,0,0,2017-08-21
82,1,0,0,3,2,2,35,1400.0,1626,1,0,0,2017-08-22
83,2,0,2,3,2,2,35,1400.0,1626,0,0,1,2017-08-23
84,1,0,1,3,2,2,35,1400.0,1626,2,0,0,2017-08-24
85,0,0,0,3,2,1,35,1125.0,1797,1,0,0,2017-08-25
86,0,2,2,3,2,1,35,1125.0,1797,0,0,0,2017-08-26
87,0,2,0,3,2,1,35,0.0,1571,0,0,0,2017-08-27
88,2,0,0,3,2,1,35,1125.0,1797,0,0,0,2017-08-28
89,4,0,3,3,2,1,35,1125.0,1797,1,0,0,2017-08-29
90,2,0,2,3,2,1,35,1125.0,1797,3,1,0,2017-08-30
91,1,0,0,3,2,1,35,1125.0,1797,1,0,0,2017-08-31
92,2,0,2,3,2,1,35,1125.0,1797,1,0,0,2017-09-01
93,2,1,1,3,2,1,35,1125.0,1477,0,0,0,2017-09-02
94,2,1,0,3,2,1,35,0.0,1991,0,0,0,2017-09-03
95,2,0,0,3,2,1,35,1125.0,1477,1,0,0,2017-09-04
96,4,0,3,3,2,1,35,1125.0,1477,1,0,0,2017-09-05
97,3,0,1,3,2,1,35,1125.0,1477,2,0,0,2017-09-06
98,2,0,2,3,2,1,35,1125.0,1999,2,1,0,2017-09-07
99,1,0,0,3,2,1,35,1125.0,1999,1,0,0,2017-09-08
100,1,2,2,3,2,1,35,1125.0,1999,0,0,0,2017-09-09
101,1,2,0,3,2,1,35,0.0,2048,0,0,0,2017-09-10
102,2,0,0,3,2,1,35,1125.0,1999,1,0,0,2017-09-11
103,3,0,2,3,2,1,35,1125.0,2037,1,0,0,2017-09-12
104,0,0,0,3,2,1,35,1125.0,2037,3,0,0,2017-09-13
105,0,0,0,3,2,1,36,1125.0,2037,0,0,0,2017-09-14
106,0,0,0,2,3,1,36,4175.0,2037,0,0,0,2017-09-15
107,0,2,2,2,3,1,36,1175.0,2037,0,0,0,2017-09-16
108,0,2,0,2,3,1,36,0.0,1814,0,0,0,2017-09-17
109,3,0,1,2,3,1,36,1175.0,2037,0,0,0,2017-09-18
110,3,0,2,2,2,1,36,975.0,2037,1,0,0,2017-09-19
111,2,0,0,2,2,1,36,975.0,2037,1,0,0,2017-09-20
112,1,0,1,2,2,1,36,975.0,2037,1,1,0,2017-09-21
113,1,0,0,2,2,1,36,975.0,2037,0,0,0,2017-09-22
114,1,1,1,2,2,1,36,975.0,2037,0,0,0,2017-09-23
115,1,1,0,2,2,1,40,0.0,2379,0,0,0,2017-09-24
116,5,0,3,2,2,1,40,975.0,2037,0,0,0,2017-09-25
117,4,0,1,2,2,1,40,975.0,2037,1,0,1,2017-09-26
118,2,0,1,2,2,1,40,975.0,1846,2,1,0,2017-09-27
119,3,0,2,2,2,1,40,975.0,1846,1,0,0,2017-09-28
120,2,0,1,3,2,1,40,1125.0,1846,1,1,0,2017-09-29
121,2,3,3,3,2,1,40,1125.0,1846,0,0,0,2017-09-30
122,2,3,0,3,2,1,40,0.0,1959,0,0,0,2017-10-01
123,6,0,2,3,2,1,40,1125.0,1846,1,0,0,2017-10-02
124,2,0,0,3,2,1,40,1125.0,1846,2,1,1,2017-10-03
125,1,0,1,3,2,1,40,1125.0,1846,1,1,0,2017-10-04
126,2,0,1,3,2,1,40,1125.0,1846,0,0,0,2017-10-05
127,4,0,3,3,2,1,40,1125.0,1846,1,0,0,2017-10-06
128,4,0,0,3,2,1,40,1125.0,1846,0,0,0,2017-10-07
129,4,0,0,3,2,1,40,0.0,2199,0,0,0,2017-10-08
130,2,0,1,3,2,1,40,1125.0,1989,3,0,0,2017-10-09
131,3,0,1,3,2,1,40,1125.0,1989,0,0,0,2017-10-10
132,1,0,0,3,2,1,40,1125.0,1989,1,1,0,2017-10-11
133,3,0,2,3,2,1,40,1125.0,1989,0,0,0,2017-10-12
134,1,0,0,3,2,1,40,1125.0,1989,2,0,0,2017-10-13
135,1,1,1,3,2,1,40,1125.0,1989,0,0,0,2017-10-14
136,1,1,0,3,2,1,40,0.0,2058,0,0,0,2017-10-15
137,5,0,4,3,2,1,40,1125.0,1989,1,0,0,2017-10-16
138,2,0,1,3,2,1,40,1125.0,2223,2,2,0,2017-10-17
139,2,0,2,3,2,1,40,1125.0,2097,2,0,0,2017-10-18
140,3,0,2,3,2,1,40,1125.0,2097,1,0,0,2017-10-19
141,2,0,1,3,2,1,40,1125.0,2097,2,0,0,2017-10-20
142,2,0,0,3,2,1,40,1125.0,2097,0,0,0,2017-10-21
143,2,0,0,3,2,1,40,0.0,2043,0,0,0,2017-10-22
144,0,0,0,3,2,1,40,1125.0,2097,2,0,0,2017-10-23
145,1,0,1,3,2,1,40,1125.0,2097,0,0,0,2017-10-24
146,1,0,1,3,2,1,40,1125.0,2097,1,0,0,2017-10-25
147,1,0,1,3,2,1,40,1125.0,2097,1,0,0,2017-10-26
148,1,0,1,3,2,1,40,1125.0,2097,1,0,0,2017-10-27
149,1,1,1,3,2,1,40,1125.0,2097,0,0,0,2017-10-28
150,1,1,0,4,2,1,40,0.0,1732,0,0,0,2017-10-29
151,3,0,2,4,2,1,40,1275.0,2097,1,0,0,2017-10-30
152,1,0,1,4,2,1,40,1275.0,2097,3,0,0,2017-10-31
153,3,0,3,4,2,1,40,1275.0,1892,1,0,0,2017-11-01
154,1,0,0,4,2,1,40,1275.0,1892,2,0,0,2017-11-02
155,2,0,1,4,2,1,40,1275.0,2120,0,0,0,2017-11-03
156,2,3,3,4,2,1,40,1275.0,2120,0,0,0,2017-11-04
157,2,3,0,4,2,1,40,0.0,1974,0,0,0,2017-11-05
158,5,0,1,4,2,1,40,1275.0,2120,1,0,0,2017-11-06
159,2,0,0,4,2,1,40,1275.0,2120,3,0,0,2017-11-07
160,3,0,3,3,3,1,40,4325.0,2120,1,1,0,2017-11-08
161,1,0,1,3,3,1,40,1325.0,2120,3,0,0,2017-11-09
162,2,0,2,3,3,1,40,1325.0,2120,1,0,0,2017-11-10
163,2,1,1,3,3,1,40,1325.0,2120,0,0,0,2017-11-11
164,2,1,0,3,3,1,40,0.0,2315,0,0,0,2017-11-12
165,7,0,5,3,3,1,40,1325.0,2013,1,0,0,2017-11-13
166,6,0,2,3,3,1,40,1325.0,2013,1,1,1,2017-11-14
167,2,0,1,3,3,1,40,1325.0,2013,2,3,0,2017-11-15
168,2,0,2,3,3,1,40,1325.0,2013,2,0,0,2017-11-16
169,2,0,2,3,3,1,40,1325.0,2013,2,0,0,2017-11-17
170,0,2,2,1,3,1,40,1025.0,2013,0,0,0,2017-11-18
171,0,2,0,1,3,1,40,0.0,1979,0,0,0,2017-11-19
172,2,0,0,1,3,1,40,1025.0,2013,0,0,0,2017-11-20
173,1,0,0,1,3,1,40,1025.0,2013,1,0,0,2017-11-21
174,2,0,2,1,3,1,35,1025.0,2013,0,1,0,2017-11-22
175,3,0,1,1,3,1,35,1025.0,2013,0,0,0,2017-11-23
176,3,0,1,1,3,1,35,1025.0,2013,1,0,0,2017-11-24
177,3,2,2,1,3,1,35,1025.0,2013,0,0,0,2017-11-25
178,3,2,0,1,3,1,35,0.0,1641,0,0,0,2017-11-26
179,5,1,2,1,3,1,35,1025.0,2013,1,0,0,2017-11-27
180,5,1,1,1,3,1,35,1025.0,2013,1,0,0,2017-11-28
181,3,0,0,1,3,1,35,1025.0,2013,1,2,0,2017-11-29
182,3,0,1,1,3,1,35,1025.0,2013,0,1,0,2017-11-30
183,4,0,3,1,3,1,35,1025.0,2013,1,1,0,2017-12-01
184,4,1,1,1,3,1,35,1025.0,2013,0,0,0,2017-12-02
185,4,1,0,1,3,1,35,0.0,1577,0,0,0,2017-12-03
186,4,0,2,4,3,1,35,1475.0,2013,1,2,0,2017-12-04
187,3,0,0,4,3,1,35,1475.0,2013,1,0,0,2017-12-05
188,4,0,2,4,3,1,35,1475.0,2013,1,0,0,2017-12-06
189,4,0,1,4,3,1,35,1475.0,2013,1,0,0,2017-12-07
190,3,0,2,4,3,1,39,1475.0,2013,3,0,0,2017-12-08
191,3,0,0,4,3,1,39,1475.0,2013,0,0,0,2017-12-09
192,3,0,0,4,3,1,39,0.0,2059,0,0,0,2017-12-10
193,3,0,1,4,3,1,39,1475.0,2013,1,0,0,2017-12-11
194,3,0,2,4,3,1,39,1475.0,2013,2,0,0,2017-12-12
195,4,0,3,4,3,1,39,1475.0,2013,2,0,0,2017-12-13
196,4,0,2,4,3,1,39,1475.0,2013,2,0,0,2017-12-14
197,3,0,2,4,3,1,39,1475.0,2013,3,0,0,2017-12-15
198,3,1,1,4,3,1,39,1475.0,2013,0,0,0,2017-12-16
199,3,1,0,4,3,1,39,0.0,1675,0,0,0,2017-12-17
200,6,0,2,4,3,1,39,1475.0,2013,0,0,0,2017-12-18
201,5,0,1,4,3,1,39,1475.0,2013,2,0,0,2017-12-19
202,2,0,1,4,3,1,39,1475.0,2013,3,1,0,2017-12-20
203,2,0,2,4,3,1,39,1475.0,2013,1,0,1,2017-12-21
204,2,0,1,4,3,1,39,1475.0,2013,1,0,0,2017-12-22
205,2,1,1,4,3,1,39,1475.0,2013,0,0,0,2017-12-23
206,2,1,0,4,3,1,39,0.0,2232,0,0,0,2017-12-24
207,4,0,2,4,3,1,39,1475.0,1826,1,0,0,2017-12-25
208,4,0,2,4,3,1,39,1475.0,1826,2,0,0,2017-12-26
209,4,0,3,4,3,1,39,1475.0,1755,3,0,0,2017-12-27
210,3,0,1,2,5,1,39,7575.0,1755,0,2,0,2017-12-28
211,2,0,1,2,5,1,39,1575.0,1755,1,1,0,2017-12-29
212,2,2,2,2,5,1,39,1575.0,1755,0,0,0,2017-12-30
213,2,2,0,2,5,1,39,0.0,1992,0,0,0,2017-12-31
214,3,0,1,2,5,1,39,1575.0,1755,2,0,0,2018-01-01
215,5,0,4,2,5,1,39,1575.0,1755,1,1,0,2018-01-02
216,5,0,3,2,5,1,39,1575.0,1755,2,1,0,2018-01-03
217,2,0,0,2,5,1,39,1575.0,1755,1,2,0,2018-01-04
218,2,0,2,2,5,1,39,1575.0,1755,1,1,0,2018-01-05
219,2,0,0,2,5,1,39,1575.0,1755,0,0,0,2018-01-06
220,2,0,0,5,5,1,39,0.0,1871,0,0,0,2018-01-07
221,5,0,5,5,5,1,39,2025.0,1755,2,0,0,2018-01-08
222,4,0,2,5,5,1,39,2025.0,1755,3,0,0,2018-01-09
223,2,0,2,5,5,1,39,2025.0,1755,4,0,0,2018-01-10
224,2,0,1,5,5,1,39,2025.0,1755,1,0,0,2018-01-11
225,1,0,1,5,5,1,39,2025.0,1755,2,0,0,2018-01-12
226,1,2,2,5,5,1,39,2025.0,1755,0,0,0,2018-01-13
227,1,2,0,5,5,1,39,0.0,2095,0,0,0,2018-01-14
228,3,0,0,5,5,1,39,2025.0,1755,0,0,0,2018-01-15
229,2,0,1,5,5,1,39,2025.0,1755,2,0,0,2018-01-16
230,1,0,0,5,5,1,39,2025.0,1755,1,0,0,2018-01-17
231,3,0,2,5,5,1,39,2025.0,1755,0,0,0,2018-01-18
232,1,0,1,5,5,1,39,2025.0,2323,3,0,0,2018-01-19
233,1,2,2,5,5,1,39,2025.0,2323,0,0,0,2018-01-20
234,1,2,0,5,5,1,39,0.0,1974,0,0,0,2018-01-21
235,5,0,3,5,5,1,39,2025.0,2323,1,0,0,2018-01-22
236,3,0,0,5,5,1,39,2025.0,1864,2,0,0,2018-01-23
